AWAY,HOME,HOME_TEAM_RESULT,W%,B_index,LV2,wOBA,WAR,WAR,W%,B_index,LV2,wOBA,WAR,WAR
Tigers,Nationals,W,0.534161491,48,27.31,0.33,17.4,19.4,0.586419753,45.8,31.17,0.322,23.2,23
Royals,Yankees,L,0.5,46.3,27.5,0.307,9.9,14.6,0.518518519,44.8,30.4,0.311,18.2,14.6
Brewers,Marlins,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.49068323,46.1,28.77,0.309,14.5,20
Athletics,RedSox,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.574074074,46.6,29.18,0.346,18.1,35
Phillies,Braves,W,0.438271605,47,28.53,0.296,13.6,10.2,0.422360248,45.5,26.35,0.304,8.9,10
Pirates,Reds,L,0.481481481,47,26.13,0.318,9.2,17.3,0.419753086,46.7,26.46,0.311,-1.4,15.9
Cardinals,Angels,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.456790123,42.4,25.16,0.314,6.7,20.7
Mets,Dodgers,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.561728395,46.3,32.05,0.314,22.7,24.2
Tigers,Orioles,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,47.3,26.91,0.326,15.4,20.2
Royals,Yankees,W,0.5,46.3,27.5,0.307,9.9,14.6,0.518518519,44.8,30.4,0.311,18.2,14.6
Astros,RedSox,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.574074074,46.6,29.18,0.346,18.1,35
Phillies,Braves,L,0.438271605,47,28.53,0.296,13.6,10.2,0.422360248,45.5,26.35,0.304,8.9,10
Padres,Brewers,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.450617284,49.9,25.31,0.315,12.5,12.3
Cardinals,Angels,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.456790123,42.4,25.16,0.314,6.7,20.7
Mets,Dodgers,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.561728395,46.3,32.05,0.314,22.7,24.2
Pirates,Cubs,W,0.481481481,47,26.13,0.318,9.2,17.3,0.635802469,46.7,30.36,0.333,20.6,38
WhiteSox,Yankees,L,0.481481481,46.7,27.06,0.314,15.9,16.4,0.518518519,44.8,30.4,0.311,18.2,14.6
Reds,Phillies,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.438271605,47,28.53,0.296,13.6,10.2
Tigers,Orioles,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,47.3,26.91,0.326,15.4,20.2
Marlins,Nationals,W,0.49068323,46.1,28.77,0.309,14.5,20,0.586419753,45.8,31.17,0.322,23.2,23
Astros,RedSox,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.574074074,46.6,29.18,0.346,18.1,35
Twins,Indians,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.583850932,46.4,30.09,0.326,18.7,26.7
Athletics,Rays,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.419753086,48.8,29.26,0.315,12.2,17.3
BlueJays,Rangers,L,0.549382716,46.7,28.14,0.327,19,23.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Padres,Brewers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.450617284,49.9,25.31,0.315,12.5,12.3
Braves,Royals,W,0.422360248,45.5,26.35,0.304,8.9,10,0.5,46.3,27.5,0.307,9.9,14.6
Mets,Rockies,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.462962963,48.8,26.66,0.339,13.5,17.5
Angels,Mariners,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Cardinals,Dodgers,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.561728395,46.3,32.05,0.314,22.7,24.2
WhiteSox,Yankees,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.518518519,44.8,30.4,0.311,18.2,14.6
Astros,RedSox,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Nationals,W,0.49068323,46.1,28.77,0.309,14.5,20,0.586419753,45.8,31.17,0.322,23.2,23
Marlins,Nationals,L,0.49068323,46.1,28.77,0.309,14.5,20,0.586419753,45.8,31.17,0.322,23.2,23
Pirates,Cubs,W,0.481481481,47,26.13,0.318,9.2,17.3,0.635802469,46.7,30.36,0.333,20.6,38
Twins,Indians,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.583850932,46.4,30.09,0.326,18.7,26.7
Athletics,Rays,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Reds,Phillies,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.438271605,47,28.53,0.296,13.6,10.2
Tigers,Orioles,W,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,47.3,26.91,0.326,15.4,20.2
Padres,Brewers,L,0.419753086,48.5,26.19,0.297,8.7,11.6,0.450617284,49.9,25.31,0.315,12.5,12.3
Braves,Royals,L,0.422360248,45.5,26.35,0.304,8.9,10,0.5,46.3,27.5,0.307,9.9,14.6
BlueJays,Rangers,W,0.549382716,46.7,28.14,0.327,19,23.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Mets,Rockies,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.462962963,48.8,26.66,0.339,13.5,17.5
Angels,Mariners,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Cardinals,Dodgers,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.561728395,46.3,32.05,0.314,22.7,24.2
WhiteSox,Yankees,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.518518519,44.8,30.4,0.311,18.2,14.6
Twins,Indians,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.583850932,46.4,30.09,0.326,18.7,26.7
Athletics,Rays,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.419753086,48.8,29.26,0.315,12.2,17.3
Reds,Phillies,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.438271605,47,28.53,0.296,13.6,10.2
Tigers,Orioles,L,0.534161491,48,27.31,0.33,17.4,19.4,0.549382716,47.3,26.91,0.326,15.4,20.2
Astros,RedSox,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Nationals,L,0.49068323,46.1,28.77,0.309,14.5,20,0.586419753,45.8,31.17,0.322,23.2,23
Padres,Brewers,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.450617284,49.9,25.31,0.315,12.5,12.3
Braves,Royals,W,0.422360248,45.5,26.35,0.304,8.9,10,0.5,46.3,27.5,0.307,9.9,14.6
Pirates,Cubs,L,0.481481481,47,26.13,0.318,9.2,17.3,0.635802469,46.7,30.36,0.333,20.6,38
BlueJays,Rangers,W,0.549382716,46.7,28.14,0.327,19,23.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Angels,Mariners,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Mets,Rockies,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.462962963,48.8,26.66,0.339,13.5,17.5
Cardinals,Dodgers,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.561728395,46.3,32.05,0.314,22.7,24.2
Reds,Indians,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.583850932,46.4,30.09,0.326,18.7,26.7
Braves,Pirates,W,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,47,26.13,0.318,9.2,17.3
Marlins,Phillies,L,0.49068323,46.1,28.77,0.309,14.5,20,0.438271605,47,28.53,0.296,13.6,10.2
Rays,BlueJays,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
Twins,Tigers,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
Rangers,Athletics,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Angels,Dodgers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.561728395,46.3,32.05,0.314,22.7,24.2
Reds,Indians,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.583850932,46.4,30.09,0.326,18.7,26.7
Braves,Pirates,W,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,47,26.13,0.318,9.2,17.3
Marlins,Phillies,W,0.49068323,46.1,28.77,0.309,14.5,20,0.438271605,47,28.53,0.296,13.6,10.2
Mariners,Orioles,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.549382716,47.3,26.91,0.326,15.4,20.2
Rays,BlueJays,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
Twins,Tigers,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
Nationals,Mets,W,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Cubs,Brewers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.450617284,49.9,25.31,0.315,12.5,12.3
Astros,WhiteSox,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.481481481,46.7,27.06,0.314,15.9,16.4
RedSox,Royals,W,0.574074074,46.6,29.18,0.346,18.1,35,0.5,46.3,27.5,0.307,9.9,14.6
Rockies,Cardinals,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Rangers,Athletics,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Angels,Dodgers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.561728395,46.3,32.05,0.314,22.7,24.2
Giants,Padres,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.419753086,48.5,26.19,0.297,8.7,11.6
Marlins,Phillies,W,0.49068323,46.1,28.77,0.309,14.5,20,0.438271605,47,28.53,0.296,13.6,10.2
Twins,Tigers,W,0.364197531,47.9,26.48,0.317,8.5,12.5,0.534161491,48,27.31,0.33,17.4,19.4
RedSox,Royals,W,0.574074074,46.6,29.18,0.346,18.1,35,0.5,46.3,27.5,0.307,9.9,14.6
RedSox,Royals,L,0.574074074,46.6,29.18,0.346,18.1,35,0.5,46.3,27.5,0.307,9.9,14.6
Rangers,Athletics,W,0.586419753,46.2,25.24,0.324,10.1,18.7,0.425925926,43.6,26.37,0.302,12.2,2.7
Braves,Pirates,L,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,47,26.13,0.318,9.2,17.3
Mariners,Orioles,W,0.530864198,46.6,28.27,0.325,12.9,20.9,0.549382716,47.3,26.91,0.326,15.4,20.2
Rays,BlueJays,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.549382716,46.7,28.14,0.327,19,23.7
Indians,Reds,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.419753086,46.7,26.46,0.311,-1.4,15.9
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Cubs,Brewers,L,0.635802469,46.7,30.36,0.333,20.6,38,0.450617284,49.9,25.31,0.315,12.5,12.3
Astros,WhiteSox,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Rockies,Cardinals,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Dodgers,Angels,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.456790123,42.4,25.16,0.314,6.7,20.7
Giants,Padres,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.419753086,48.5,26.19,0.297,8.7,11.6
Mariners,Orioles,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.549382716,47.3,26.91,0.326,15.4,20.2
Cubs,Brewers,W,0.635802469,46.7,30.36,0.333,20.6,38,0.450617284,49.9,25.31,0.315,12.5,12.3
Braves,Pirates,W,0.422360248,45.5,26.35,0.304,8.9,10,0.481481481,47,26.13,0.318,9.2,17.3
Indians,Reds,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.419753086,46.7,26.46,0.311,-1.4,15.9
Nationals,Mets,L,0.586419753,45.8,31.17,0.322,23.2,23,0.537037037,45.9,29.76,0.315,24.4,20.5
Rockies,Cardinals,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.530864198,46.7,27.7,0.329,17.4,22.3
Astros,WhiteSox,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.481481481,46.7,27.06,0.314,15.9,16.4
BlueJays,Twins,L,0.549382716,46.7,28.14,0.327,19,23.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Giants,Padres,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.419753086,48.5,26.19,0.297,8.7,11.6
Dodgers,Angels,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.456790123,42.4,25.16,0.314,6.7,20.7
Yankees,Athletics,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Braves,Phillies,L,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Rockies,Pirates,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.481481481,47,26.13,0.318,9.2,17.3
Indians,RedSox,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.574074074,46.6,29.18,0.346,18.1,35
Brewers,Mets,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.537037037,45.9,29.76,0.315,24.4,20.5
Mariners,Reds,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rays,Tigers,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.534161491,48,27.31,0.33,17.4,19.4
Nationals,Marlins,L,0.586419753,45.8,31.17,0.322,23.2,23,0.49068323,46.1,28.77,0.309,14.5,20
Royals,WhiteSox,L,0.5,46.3,27.5,0.307,9.9,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Rangers,Astros,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,48.1,29.74,0.317,20.1,20.6
BlueJays,Twins,L,0.549382716,46.7,28.14,0.327,19,23.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Yankees,Athletics,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Orioles,Angels,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.456790123,42.4,25.16,0.314,6.7,20.7
Cubs,Giants,L,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,43.5,28.27,0.315,17.2,26.8
Dodgers,Padres,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,48.5,26.19,0.297,8.7,11.6
Royals,WhiteSox,L,0.5,46.3,27.5,0.307,9.9,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
BlueJays,Twins,W,0.549382716,46.7,28.14,0.327,19,23.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Braves,Phillies,L,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Indians,RedSox,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.574074074,46.6,29.18,0.346,18.1,35
Rockies,Pirates,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.481481481,47,26.13,0.318,9.2,17.3
Yankees,Athletics,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Brewers,Mets,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.537037037,45.9,29.76,0.315,24.4,20.5
Mariners,Reds,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rays,Tigers,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.534161491,48,27.31,0.33,17.4,19.4
Cubs,Giants,W,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,43.5,28.27,0.315,17.2,26.8
Rangers,Astros,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,48.1,29.74,0.317,20.1,20.6
Nationals,Marlins,W,0.586419753,45.8,31.17,0.322,23.2,23,0.49068323,46.1,28.77,0.309,14.5,20
Orioles,Angels,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.456790123,42.4,25.16,0.314,6.7,20.7
Dodgers,Padres,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,48.5,26.19,0.297,8.7,11.6
Brewers,Mets,W,0.450617284,49.9,25.31,0.315,12.5,12.3,0.537037037,45.9,29.76,0.315,24.4,20.5
Mariners,Reds,L,0.530864198,46.6,28.27,0.325,12.9,20.9,0.419753086,46.7,26.46,0.311,-1.4,15.9
Rays,Tigers,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.534161491,48,27.31,0.33,17.4,19.4
Nationals,Marlins,L,0.586419753,45.8,31.17,0.322,23.2,23,0.49068323,46.1,28.77,0.309,14.5,20
Braves,Phillies,W,0.422360248,45.5,26.35,0.304,8.9,10,0.438271605,47,28.53,0.296,13.6,10.2
Indians,RedSox,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.574074074,46.6,29.18,0.346,18.1,35
Royals,WhiteSox,W,0.5,46.3,27.5,0.307,9.9,14.6,0.481481481,46.7,27.06,0.314,15.9,16.4
Rangers,Astros,L,0.586419753,46.2,25.24,0.324,10.1,18.7,0.518518519,48.1,29.74,0.317,20.1,20.6
BlueJays,Twins,L,0.549382716,46.7,28.14,0.327,19,23.7,0.364197531,47.9,26.48,0.317,8.5,12.5
Orioles,Angels,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.456790123,42.4,25.16,0.314,6.7,20.7
Yankees,Athletics,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.425925926,43.6,26.37,0.302,12.2,2.7
Dodgers,Padres,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.419753086,48.5,26.19,0.297,8.7,11.6
Cubs,Giants,W,0.635802469,46.7,30.36,0.333,20.6,38,0.537037037,43.5,28.27,0.315,17.2,26.8
Rockies,Pirates,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.481481481,47,26.13,0.318,9.2,17.3
Indians,WhiteSox,W,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Indians,WhiteSox,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Mets,Nationals,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Phillies,Tigers,W,0.438271605,47,28.53,0.296,13.6,10.2,0.534161491,48,27.31,0.33,17.4,19.4
Rays,Marlins,W,0.419753086,48.8,29.26,0.315,12.2,17.3,0.49068323,46.1,28.77,0.309,14.5,20
Angels,Rangers,L,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Royals,Twins,L,0.5,46.3,27.5,0.307,9.9,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Cubs,Cardinals,W,0.635802469,46.7,30.36,0.333,20.6,38,0.530864198,46.7,27.7,0.329,17.4,22.3
Reds,Dodgers,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.561728395,46.3,32.05,0.314,22.7,24.2
Athletics,Mariners,L,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Padres,Giants,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Rays,Marlins,L,0.419753086,48.8,29.26,0.315,12.2,17.3,0.49068323,46.1,28.77,0.309,14.5,20
Mets,Nationals,W,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
BlueJays,Yankees,W,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Cubs,Cardinals,L,0.635802469,46.7,30.36,0.333,20.6,38,0.530864198,46.7,27.7,0.329,17.4,22.3
Rockies,RedSox,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.574074074,46.6,29.18,0.346,18.1,35
Brewers,Braves,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.422360248,45.5,26.35,0.304,8.9,10
Phillies,Tigers,W,0.438271605,47,28.53,0.296,13.6,10.2,0.534161491,48,27.31,0.33,17.4,19.4
Angels,Rangers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Orioles,Astros,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,48.1,29.74,0.317,20.1,20.6
Indians,WhiteSox,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Royals,Twins,L,0.5,46.3,27.5,0.307,9.9,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Reds,Dodgers,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.561728395,46.3,32.05,0.314,22.7,24.2
Athletics,Mariners,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Padres,Giants,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
Mets,Nationals,L,0.537037037,45.9,29.76,0.315,24.4,20.5,0.586419753,45.8,31.17,0.322,23.2,23
Royals,Twins,W,0.5,46.3,27.5,0.307,9.9,14.6,0.364197531,47.9,26.48,0.317,8.5,12.5
Phillies,Tigers,L,0.438271605,47,28.53,0.296,13.6,10.2,0.534161491,48,27.31,0.33,17.4,19.4
Cubs,Cardinals,L,0.635802469,46.7,30.36,0.333,20.6,38,0.530864198,46.7,27.7,0.329,17.4,22.3
Angels,Rangers,W,0.456790123,42.4,25.16,0.314,6.7,20.7,0.586419753,46.2,25.24,0.324,10.1,18.7
Indians,WhiteSox,L,0.583850932,46.4,30.09,0.326,18.7,26.7,0.481481481,46.7,27.06,0.314,15.9,16.4
Padres,Giants,W,0.419753086,48.5,26.19,0.297,8.7,11.6,0.537037037,43.5,28.27,0.315,17.2,26.8
BlueJays,Yankees,L,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Rockies,RedSox,W,0.462962963,48.8,26.66,0.339,13.5,17.5,0.574074074,46.6,29.18,0.346,18.1,35
Marlins,Rays,L,0.49068323,46.1,28.77,0.309,14.5,20,0.419753086,48.8,29.26,0.315,12.2,17.3
Brewers,Braves,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.422360248,45.5,26.35,0.304,8.9,10
Orioles,Astros,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,48.1,29.74,0.317,20.1,20.6
Reds,Dodgers,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.561728395,46.3,32.05,0.314,22.7,24.2
Athletics,Mariners,W,0.425925926,43.6,26.37,0.302,12.2,2.7,0.530864198,46.6,28.27,0.325,12.9,20.9
Marlins,Rays,L,0.49068323,46.1,28.77,0.309,14.5,20,0.419753086,48.8,29.26,0.315,12.2,17.3
BlueJays,Yankees,L,0.549382716,46.7,28.14,0.327,19,23.7,0.518518519,44.8,30.4,0.311,18.2,14.6
Cardinals,Nationals,W,0.530864198,46.7,27.7,0.329,17.4,22.3,0.586419753,45.8,31.17,0.322,23.2,23
Rockies,RedSox,L,0.462962963,48.8,26.66,0.339,13.5,17.5,0.574074074,46.6,29.18,0.346,18.1,35
Brewers,Braves,L,0.450617284,49.9,25.31,0.315,12.5,12.3,0.422360248,45.5,26.35,0.304,8.9,10
Orioles,Astros,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.518518519,48.1,29.74,0.317,20.1,20.6
Phillies,Cubs,W,0.438271605,47,28.53,0.296,13.6,10.2,0.635802469,46.7,30.36,0.333,20.6,38
Cardinals,Nationals,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.586419753,45.8,31.17,0.322,23.2,23
RedSox,BlueJays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Orioles,Indians,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.583850932,46.4,30.09,0.326,18.7,26.7
Dodgers,Mets,W,0.561728395,46.3,32.05,0.314,22.7,24.2,0.537037037,45.9,29.76,0.315,24.4,20.5
Yankees,Rays,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.8,29.26,0.315,12.2,17.3
Marlins,Braves,W,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Pirates,Rangers,L,0.481481481,47,26.13,0.318,9.2,17.3,0.586419753,46.2,25.24,0.324,10.1,18.7
Reds,Brewers,W,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.450617284,49.9,25.31,0.315,12.5,12.3
WhiteSox,Royals,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.5,46.3,27.5,0.307,9.9,14.6
Giants,Rockies,W,0.537037037,43.5,28.27,0.315,17.2,26.8,0.462962963,48.8,26.66,0.339,13.5,17.5
Tigers,Athletics,L,0.534161491,48,27.31,0.33,17.4,19.4,0.425925926,43.6,26.37,0.302,12.2,2.7
Astros,Angels,W,0.518518519,48.1,29.74,0.317,20.1,20.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Twins,Mariners,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.530864198,46.6,28.27,0.325,12.9,20.9
RedSox,BlueJays,W,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
WhiteSox,Royals,W,0.481481481,46.7,27.06,0.314,15.9,16.4,0.5,46.3,27.5,0.307,9.9,14.6
Phillies,Cubs,W,0.438271605,47,28.53,0.296,13.6,10.2,0.635802469,46.7,30.36,0.333,20.6,38
Tigers,Athletics,W,0.534161491,48,27.31,0.33,17.4,19.4,0.425925926,43.6,26.37,0.302,12.2,2.7
Orioles,Indians,W,0.549382716,47.3,26.91,0.326,15.4,20.2,0.583850932,46.4,30.09,0.326,18.7,26.7
Reds,Brewers,L,0.419753086,46.7,26.46,0.311,-1.4,15.9,0.450617284,49.9,25.31,0.315,12.5,12.3
Marlins,Braves,W,0.49068323,46.1,28.77,0.309,14.5,20,0.422360248,45.5,26.35,0.304,8.9,10
Yankees,Rays,W,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.8,29.26,0.315,12.2,17.3
Giants,Rockies,L,0.537037037,43.5,28.27,0.315,17.2,26.8,0.462962963,48.8,26.66,0.339,13.5,17.5
Dodgers,Mets,L,0.561728395,46.3,32.05,0.314,22.7,24.2,0.537037037,45.9,29.76,0.315,24.4,20.5
Pirates,Rangers,W,0.481481481,47,26.13,0.318,9.2,17.3,0.586419753,46.2,25.24,0.324,10.1,18.7
Cardinals,Nationals,L,0.530864198,46.7,27.7,0.329,17.4,22.3,0.586419753,45.8,31.17,0.322,23.2,23
Astros,Angels,L,0.518518519,48.1,29.74,0.317,20.1,20.6,0.456790123,42.4,25.16,0.314,6.7,20.7
Twins,Mariners,L,0.364197531,47.9,26.48,0.317,8.5,12.5,0.530864198,46.6,28.27,0.325,12.9,20.9
RedSox,BlueJays,L,0.574074074,46.6,29.18,0.346,18.1,35,0.549382716,46.7,28.14,0.327,19,23.7
Orioles,Indians,L,0.549382716,47.3,26.91,0.326,15.4,20.2,0.583850932,46.4,30.09,0.326,18.7,26.7
Yankees,Rays,L,0.518518519,44.8,30.4,0.311,18.2,14.6,0.419753086,48.8,29.26,0.315,12.2,17.3
