AWAY,HOME,HOME_TEAM_RESULT,W%,Off,K%,AVG,P_Index,B_index
Astros,Athletics,L,-0.092592593,-101.7,-4.4,-0.001,-2.85,-4.5
WhiteSox,Mariners,W,0.049382716,67.6,-0.3,0.002,0.78,-0.1
Orioles,Yankees,W,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Dodgers,Nationals,W,0.024691358,10.7,-1.2,0.007,-0.78,-0.5
Marlins,Phillies,W,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Brewers,Pirates,L,0.030864198,32,-4.2,0.013,0.72,-2.9
Giants,RedSox,W,0.037037037,142.4,0.7,0.024,1.11,3.1
Rangers,Angels,W,-0.12962963,-11.1,-3.6,-0.002,-0.2,-3.8
Dodgers,Nationals,L,0.024691358,10.7,-1.2,0.007,-0.78,-0.5
Orioles,Yankees,L,-0.030864198,-65,-2.1,-0.004,2.64,-2.5
Marlins,Phillies,L,-0.052411625,-85.8,3.2,-0.023,-0.71,0.9
Brewers,Pirates,W,0.030864198,32,-4.2,0.013,0.72,-2.9
Twins,RedSox,W,0.209876543,145.9,-4.4,0.031,2.41,-1.3
Padres,Cardinals,W,0.111111111,98.7,-3.8,0.02,0.94,-1.8
Tigers,WhiteSox,L,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Braves,Rockies,W,0.040602715,66.4,1.3,0.02,0.31,3.3
Rays,Athletics,L,0.00617284,-90.3,-5.5,0.003,-2.69,-5.2
Indians,Orioles,W,-0.034468216,-10.8,1.5,-0.006,-2.44,0.9
Phillies,Pirates,L,0.043209877,112.2,-1.7,0.017,-1.92,0
Padres,Nationals,L,0.166666667,71.7,-4.8,0.021,3.98,-2.7
Giants,Yankees,W,-0.018518519,-22.2,1.9,-0.006,1.97,1.3
Mariners,BlueJays,L,0.018518519,-24.3,1.2,-0.011,-0.11,0.1
Twins,RedSox,L,0.209876543,145.9,-4.4,0.031,2.41,-1.3
Mets,Marlins,L,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Cubs,Brewers,L,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Tigers,WhiteSox,L,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Dodgers,Cardinals,W,-0.030864198,37.7,-0.2,0.006,-3.82,0.4
Rangers,Royals,W,-0.086419753,-70.1,0.2,-0.001,1.93,0.1
Braves,Rockies,W,0.040602715,66.4,1.3,0.02,0.31,3.3
Rays,Athletics,W,0.00617284,-90.3,-5.5,0.003,-2.69,-5.2
Mariners,BlueJays,L,0.018518519,-24.3,1.2,-0.011,-0.11,0.1
Phillies,Pirates,W,0.043209877,112.2,-1.7,0.017,-1.92,0
Giants,Yankees,L,-0.018518519,-22.2,1.9,-0.006,1.97,1.3
Indians,Orioles,W,-0.034468216,-10.8,1.5,-0.006,-2.44,0.9
Padres,Nationals,W,0.166666667,71.7,-4.8,0.021,3.98,-2.7
Cubs,Brewers,W,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Tigers,WhiteSox,W,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Twins,RedSox,L,0.209876543,145.9,-4.4,0.031,2.41,-1.3
Mets,Marlins,W,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Dodgers,Cardinals,L,-0.030864198,37.7,-0.2,0.006,-3.82,0.4
Rangers,Royals,L,-0.086419753,-70.1,0.2,-0.001,1.93,0.1
Braves,Rockies,W,0.040602715,66.4,1.3,0.02,0.31,3.3
Rays,Athletics,W,0.00617284,-90.3,-5.5,0.003,-2.69,-5.2
Giants,Yankees,W,-0.018518519,-22.2,1.9,-0.006,1.97,1.3
Mariners,BlueJays,W,0.018518519,-24.3,1.2,-0.011,-0.11,0.1
Mets,Marlins,L,-0.046353807,-29.4,-1.5,0.017,-0.13,0.2
Indians,Orioles,W,-0.034468216,-10.8,1.5,-0.006,-2.44,0.9
Twins,RedSox,W,0.209876543,145.9,-4.4,0.031,2.41,-1.3
Phillies,Pirates,W,0.043209877,112.2,-1.7,0.017,-1.92,0
Padres,Nationals,L,0.166666667,71.7,-4.8,0.021,3.98,-2.7
Cubs,Brewers,L,-0.185185185,-115.4,4.4,-0.012,-4.35,3.2
Tigers,WhiteSox,W,-0.052680009,-44.6,-0.3,-0.01,-0.02,-1.3
Angels,Astros,W,0.061728395,25.5,7,-0.013,3.78,5.7
Rangers,Royals,L,-0.086419753,-70.1,0.2,-0.001,1.93,0.1
Rays,Athletics,W,0.00617284,-90.3,-5.5,0.003,-2.69,-5.2
Braves,Rockies,W,0.040602715,66.4,1.3,0.02,0.31,3.3
Dodgers,Cardinals,L,-0.030864198,37.7,-0.2,0.006,-3.82,0.4
Rockies,Orioles,W,0.086419753,62.2,0.4,-0.019,0.2,-1.5
Padres,BlueJays,W,0.12962963,92.8,-3.1,0.013,1.25,-1.8
Tigers,RedSox,L,0.039912583,103.1,-2.9,0.015,1.76,-1.4
Phillies,Marlins,L,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Athletics,Rangers,W,0.160493827,87.3,1,0.016,-0.73,2.6
Cubs,WhiteSox,W,-0.154320988,-85.2,-0.1,0.001,-2.83,0
Yankees,Astros,L,0,46,3.8,-0.005,-0.6,3.3
Angels,Royals,L,0.043209877,-59,3.8,0.001,2.13,3.9
Reds,Giants,L,0.117283951,55.7,-3.4,0.002,0.78,-3.2
Cardinals,Mets,L,0.00617284,-44.4,0.1,-0.009,1.6,-0.8
Cardinals,Mets,W,0.00617284,-44.4,0.1,-0.009,1.6,-0.8
Rockies,Orioles,L,0.086419753,62.2,0.4,-0.019,0.2,-1.5
Mariners,Pirates,L,-0.049382716,-65.8,0.6,-0.002,-1.58,0.4
Padres,BlueJays,W,0.12962963,92.8,-3.1,0.013,1.25,-1.8
Cubs,WhiteSox,W,-0.154320988,-85.2,-0.1,0.001,-2.83,0
Tigers,RedSox,L,0.039912583,103.1,-2.9,0.015,1.76,-1.4
Phillies,Marlins,W,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Nationals,Indians,W,-0.002568821,36.7,0,0.006,-0.96,0.6
Athletics,Rangers,L,0.160493827,87.3,1,0.016,-0.73,2.6
Braves,Twins,L,-0.058162718,82.3,2.8,-0.004,-0.12,2.4
Yankees,Astros,L,0,46,3.8,-0.005,-0.6,3.3
Angels,Royals,L,0.043209877,-59,3.8,0.001,2.13,3.9
Rays,Dodgers,W,0.141975309,-6.2,-3.1,0.006,2.3,-2.5
Reds,Giants,W,0.117283951,55.7,-3.4,0.002,0.78,-3.2
Phillies,Marlins,W,0.052411625,85.8,-3.2,0.023,0.71,-0.9
Nationals,Indians,L,-0.002568821,36.7,0,0.006,-0.96,0.6
Padres,BlueJays,L,0.12962963,92.8,-3.1,0.013,1.25,-1.8
Tigers,RedSox,L,0.039912583,103.1,-2.9,0.015,1.76,-1.4
Rays,Dodgers,L,0.141975309,-6.2,-3.1,0.006,2.3,-2.5
Reds,Giants,L,0.117283951,55.7,-3.4,0.002,0.78,-3.2
Rockies,Orioles,L,0.086419753,62.2,0.4,-0.019,0.2,-1.5
Mariners,Pirates,W,-0.049382716,-65.8,0.6,-0.002,-1.58,0.4
Cardinals,Mets,L,0.00617284,-44.4,0.1,-0.009,1.6,-0.8
WhiteSox,Cubs,W,0.154320988,85.2,0.1,-0.001,2.83,0
Athletics,Rangers,L,0.160493827,87.3,1,0.016,-0.73,2.6
Braves,Twins,L,-0.058162718,82.3,2.8,-0.004,-0.12,2.4
Yankees,Astros,W,0,46,3.8,-0.005,-0.6,3.3
Angels,Royals,W,0.043209877,-59,3.8,0.001,2.13,3.9
Rockies,Mets,L,0.074074074,18.9,0,-0.029,2.16,-2.9
Orioles,Twins,W,-0.185185185,-46.3,1.1,-0.005,-0.63,0.6
Phillies,Braves,L,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Cardinals,Marlins,L,-0.040180968,-73.8,-1.4,0.008,1.47,-0.6
WhiteSox,Cubs,W,0.154320988,85.2,0.1,-0.001,2.83,0
Royals,Rangers,W,0.086419753,70.1,-0.2,0.001,-1.93,-0.1
RedSox,Angels,W,-0.117283951,-144.1,-2,-0.022,-3.52,-4.2
Nationals,Giants,L,-0.049382716,-16.9,-2.5,0.002,-2.73,-2.3
Mariners,Cubs,W,0.104938272,17.6,0.4,-0.003,2.05,0.1
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
Rockies,Mets,L,0.074074074,18.9,0,-0.029,2.16,-2.9
Astros,Tigers,W,0.015642972,15.5,-2.1,0.02,-2.02,-0.1
Yankees,Rays,W,-0.098765432,34.6,4.9,-0.009,-0.76,4
Athletics,Indians,W,0.157925006,131.5,1.2,0.016,3.25,2.8
Cardinals,Marlins,L,-0.040180968,-73.8,-1.4,0.008,1.47,-0.6
Phillies,Braves,W,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Royals,Rangers,W,0.086419753,70.1,-0.2,0.001,-1.93,-0.1
WhiteSox,Twins,W,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Pirates,Brewers,W,-0.030864198,-32,4.2,-0.013,-0.72,2.9
RedSox,Angels,L,-0.117283951,-144.1,-2,-0.022,-3.52,-4.2
Nationals,Giants,L,-0.049382716,-16.9,-2.5,0.002,-2.73,-2.3
Reds,Padres,L,0,0.9,3.9,-0.021,-0.47,1.8
Orioles,BlueJays,W,0,-4.8,0.2,-0.008,0.67,-0.6
Mariners,Cubs,L,0.104938272,17.6,0.4,-0.003,2.05,0.1
Nationals,Giants,W,-0.049382716,-16.9,-2.5,0.002,-2.73,-2.3
Yankees,Rays,W,-0.098765432,34.6,4.9,-0.009,-0.76,4
WhiteSox,Twins,L,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Rockies,Mets,L,0.074074074,18.9,0,-0.029,2.16,-2.9
Astros,Tigers,W,0.015642972,15.5,-2.1,0.02,-2.02,-0.1
Athletics,Indians,W,0.157925006,131.5,1.2,0.016,3.25,2.8
Phillies,Braves,L,-0.015911356,29.9,-3,0.015,-1.63,-1.5
Pirates,Brewers,W,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Cardinals,Marlins,W,-0.040180968,-73.8,-1.4,0.008,1.47,-0.6
Royals,Rangers,W,0.086419753,70.1,-0.2,0.001,-1.93,-0.1
Reds,Padres,W,0,0.9,3.9,-0.021,-0.47,1.8
RedSox,Angels,W,-0.117283951,-144.1,-2,-0.022,-3.52,-4.2
Orioles,BlueJays,L,0,-4.8,0.2,-0.008,0.67,-0.6
Rockies,Mets,W,0.074074074,18.9,0,-0.029,2.16,-2.9
Astros,Tigers,W,0.015642972,15.5,-2.1,0.02,-2.02,-0.1
Yankees,Rays,W,-0.098765432,34.6,4.9,-0.009,-0.76,4
Athletics,Indians,W,0.157925006,131.5,1.2,0.016,3.25,2.8
Cardinals,Marlins,W,-0.040180968,-73.8,-1.4,0.008,1.47,-0.6
Phillies,Braves,W,-0.015911356,29.9,-3,0.015,-1.63,-1.5
WhiteSox,Twins,W,-0.117283951,1.8,1.8,-0.006,-0.63,1.2
Pirates,Brewers,W,-0.030864198,-32,4.2,-0.013,-0.72,2.9
Royals,Rangers,W,0.086419753,70.1,-0.2,0.001,-1.93,-0.1
RedSox,Angels,L,-0.117283951,-144.1,-2,-0.022,-3.52,-4.2
Nationals,Giants,W,-0.049382716,-16.9,-2.5,0.002,-2.73,-2.3
Reds,Padres,L,0,0.9,3.9,-0.021,-0.47,1.8
Mariners,Cubs,W,0.104938272,17.6,0.4,-0.003,2.05,0.1
Royals,Rays,L,-0.080246914,73.1,4.3,-0.018,1.49,2.5
Twins,Indians,L,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Yankees,Mets,L,0.018518519,21.7,1.7,-0.006,-0.68,1.1
Marlins,Cubs,W,0.145119239,109.8,1.3,-0.007,1,0.6
BlueJays,Astros,W,-0.030864198,-14.2,1.5,-0.001,1.37,1.4
RedSox,Mariners,L,-0.043209877,-80.1,2.3,-0.023,-1,0
Brewers,Padres,W,-0.030864198,-19.3,-0.5,-0.009,0.94,-1.4
Giants,Phillies,W,-0.098765432,-115.7,5.3,-0.018,0.45,3.5
Rangers,Orioles,W,-0.037037037,33.4,1.7,-0.006,1.54,1.1
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Royals,Rays,L,-0.080246914,73.1,4.3,-0.018,1.49,2.5
Twins,Indians,L,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Yankees,Mets,W,0.018518519,21.7,1.7,-0.006,-0.68,1.1
Pirates,Braves,L,-0.059121233,-82.3,-1.3,-0.002,0.29,-1.5
Cardinals,Reds,W,-0.111111111,-99.6,-0.1,0.001,-0.47,0
Marlins,Cubs,W,0.145119239,109.8,1.3,-0.007,1,0.6
BlueJays,Astros,L,-0.030864198,-14.2,1.5,-0.001,1.37,1.4
Dodgers,Rockies,W,-0.098765432,-25.6,-0.1,0.026,-4.38,2.5
Athletics,Angels,W,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
RedSox,Mariners,W,-0.043209877,-80.1,2.3,-0.023,-1,0
Brewers,Padres,L,-0.030864198,-19.3,-0.5,-0.009,0.94,-1.4
Marlins,Cubs,W,0.145119239,109.8,1.3,-0.007,1,0.6
Brewers,Padres,W,-0.030864198,-19.3,-0.5,-0.009,0.94,-1.4
Mets,Yankees,W,-0.018518519,-21.7,-1.7,0.006,0.68,-1.1
Giants,Phillies,W,-0.098765432,-115.7,5.3,-0.018,0.45,3.5
Rangers,Orioles,W,-0.037037037,33.4,1.7,-0.006,1.54,1.1
WhiteSox,Tigers,W,0.052680009,44.6,0.3,0.01,0.02,1.3
Royals,Rays,W,-0.080246914,73.1,4.3,-0.018,1.49,2.5
Twins,Indians,L,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Pirates,Braves,W,-0.059121233,-82.3,-1.3,-0.002,0.29,-1.5
Cardinals,Reds,L,-0.111111111,-99.6,-0.1,0.001,-0.47,0
BlueJays,Astros,L,-0.030864198,-14.2,1.5,-0.001,1.37,1.4
Dodgers,Rockies,W,-0.098765432,-25.6,-0.1,0.026,-4.38,2.5
Athletics,Angels,W,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
RedSox,Mariners,W,-0.043209877,-80.1,2.3,-0.023,-1,0
Royals,Rays,W,-0.080246914,73.1,4.3,-0.018,1.49,2.5
Twins,Indians,W,0.219653401,57.1,-2.6,0.011,3.07,-1.5
Cardinals,Reds,W,-0.111111111,-99.6,-0.1,0.001,-0.47,0
Giants,Phillies,L,-0.098765432,-115.7,5.3,-0.018,0.45,3.5
WhiteSox,Tigers,L,0.052680009,44.6,0.3,0.01,0.02,1.3
Mets,Yankees,L,-0.018518519,-21.7,-1.7,0.006,0.68,-1.1
Athletics,Angels,L,0.030864198,76.2,-2.6,0.014,-0.93,-1.2
Rangers,Orioles,L,-0.037037037,33.4,1.7,-0.006,1.54,1.1
Pirates,Braves,W,-0.059121233,-82.3,-1.3,-0.002,0.29,-1.5
BlueJays,Astros,L,-0.030864198,-14.2,1.5,-0.001,1.37,1.4
Dodgers,Rockies,L,-0.098765432,-25.6,-0.1,0.026,-4.38,2.5
RedSox,Mariners,L,-0.043209877,-80.1,2.3,-0.023,-1,0
Reds,Pirates,W,0.061728395,52.2,0.2,0.001,-0.69,0.3
Indians,Yankees,W,-0.065332413,-75.8,-0.6,-0.01,0.2,-1.6
Giants,Nationals,W,0.049382716,16.9,2.5,-0.002,2.73,2.3
Twins,Rays,L,0.055555556,15.9,1.7,-0.008,2.51,0.9
Mets,Tigers,W,-0.002875546,39.8,0,0.021,-1.94,2.1
Orioles,WhiteSox,L,-0.067901235,-48.1,-0.7,0.001,0,-0.6
Rangers,Astros,W,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Braves,Cardinals,W,0.108503949,129.7,1.2,0,0.87,1.2
BlueJays,Royals,L,-0.049382716,-98.7,-1.7,0.013,-0.28,-0.4
Marlins,Rockies,L,-0.027720267,10.5,1.5,0.012,-2.03,2.7
Cubs,Athletics,L,-0.209876543,-157.8,-2.1,-0.01,-3.64,-3.1
RedSox,Dodgers,L,-0.012345679,-136.2,3,-0.033,2.4,-0.3
Angels,Mariners,W,0.074074074,64,4.3,-0.001,2.52,4.2
Phillies,Padres,L,-0.018518519,60.9,2,-0.005,-1.7,1.5
Indians,Yankees,L,-0.065332413,-75.8,-0.6,-0.01,0.2,-1.6
RedSox,Dodgers,W,-0.012345679,-136.2,3,-0.033,2.4,-0.3
Cubs,Athletics,L,-0.209876543,-157.8,-2.1,-0.01,-3.64,-3.1
Twins,Rays,W,0.055555556,15.9,1.7,-0.008,2.51,0.9
Reds,Pirates,W,0.061728395,52.2,0.2,0.001,-0.69,0.3
Giants,Nationals,L,0.049382716,16.9,2.5,-0.002,2.73,2.3
Orioles,WhiteSox,W,-0.067901235,-48.1,-0.7,0.001,0,-0.6
Mets,Tigers,W,-0.002875546,39.8,0,0.021,-1.94,2.1
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Braves,Cardinals,L,0.108503949,129.7,1.2,0,0.87,1.2
BlueJays,Royals,W,-0.049382716,-98.7,-1.7,0.013,-0.28,-0.4
Marlins,Rockies,W,-0.027720267,10.5,1.5,0.012,-2.03,2.7
Phillies,Padres,W,-0.018518519,60.9,2,-0.005,-1.7,1.5
Angels,Mariners,W,0.074074074,64,4.3,-0.001,2.52,4.2
Indians,Yankees,W,-0.065332413,-75.8,-0.6,-0.01,0.2,-1.6
Twins,Rays,L,0.055555556,15.9,1.7,-0.008,2.51,0.9
Mets,Tigers,L,-0.002875546,39.8,0,0.021,-1.94,2.1
Reds,Pirates,L,0.061728395,52.2,0.2,0.001,-0.69,0.3
Giants,Nationals,W,0.049382716,16.9,2.5,-0.002,2.73,2.3
Orioles,WhiteSox,L,-0.067901235,-48.1,-0.7,0.001,0,-0.6
Rangers,Astros,L,-0.067901235,14.4,3.4,-0.015,3.58,1.9
Braves,Cardinals,L,0.108503949,129.7,1.2,0,0.87,1.2
BlueJays,Royals,W,-0.049382716,-98.7,-1.7,0.013,-0.28,-0.4
Cubs,Athletics,L,-0.209876543,-157.8,-2.1,-0.01,-3.64,-3.1
Angels,Mariners,W,0.074074074,64,4.3,-0.001,2.52,4.2
Marlins,Rockies,L,-0.027720267,10.5,1.5,0.012,-2.03,2.7
Phillies,Padres,L,-0.018518519,60.9,2,-0.005,-1.7,1.5
RedSox,Dodgers,W,-0.012345679,-136.2,3,-0.033,2.4,-0.3
Rays,BlueJays,W,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Giants,Marlins,L,-0.046353807,-29.9,2.1,0.005,1.16,2.6
Braves,Brewers,L,0.028257036,50.3,5.5,-0.011,-1.01,4.4
Astros,Twins,W,-0.154320988,-27.3,-0.6,0.004,-2.67,-0.2
Reds,Cardinals,W,0.111111111,99.6,0.1,-0.001,0.47,0
Rangers,Rockies,L,-0.12345679,-28.8,1.3,0.013,1.34,2.6
Orioles,Athletics,W,-0.12345679,-120.7,-2.7,-0.01,-0.81,-3.7
Tigers,Mariners,W,-0.003297293,23,-0.6,-0.008,0.76,-1.4
Phillies,Dodgers,W,0.12345679,121.9,-1.6,0.009,3.06,-0.7
Rangers,Rockies,L,-0.12345679,-28.8,1.3,0.013,1.34,2.6
Indians,Nationals,L,0.002568821,-36.7,0,-0.006,0.96,-0.6
Padres,Pirates,W,0.061728395,51.3,-3.7,0.022,-0.22,-1.5
Rays,BlueJays,L,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Yankees,RedSox,W,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Giants,Marlins,W,-0.046353807,-29.9,2.1,0.005,1.16,2.6
Angels,Cubs,W,0.179012346,81.6,4.7,-0.004,4.57,4.3
Braves,Brewers,L,0.028257036,50.3,5.5,-0.011,-1.01,4.4
Astros,Twins,L,-0.154320988,-27.3,-0.6,0.004,-2.67,-0.2
WhiteSox,Royals,L,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Reds,Cardinals,L,0.111111111,99.6,0.1,-0.001,0.47,0
Orioles,Athletics,W,-0.12345679,-120.7,-2.7,-0.01,-0.81,-3.7
Tigers,Mariners,W,-0.003297293,23,-0.6,-0.008,0.76,-1.4
Phillies,Dodgers,W,0.12345679,121.9,-1.6,0.009,3.06,-0.7
Giants,Marlins,L,-0.046353807,-29.9,2.1,0.005,1.16,2.6
Phillies,Dodgers,L,0.12345679,121.9,-1.6,0.009,3.06,-0.7
Indians,Nationals,W,0.002568821,-36.7,0,-0.006,0.96,-0.6
Padres,Pirates,L,0.061728395,51.3,-3.7,0.022,-0.22,-1.5
Rays,BlueJays,W,0.12962963,25.6,-2.6,0.005,-1.21,-2.1
Yankees,RedSox,L,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Reds,Cardinals,W,0.111111111,99.6,0.1,-0.001,0.47,0
Rockies,Rangers,W,0.12345679,28.8,-1.3,-0.013,-1.34,-2.6
Angels,Cubs,W,0.179012346,81.6,4.7,-0.004,4.57,4.3
Braves,Brewers,W,0.028257036,50.3,5.5,-0.011,-1.01,4.4
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Orioles,Athletics,W,-0.12345679,-120.7,-2.7,-0.01,-0.81,-3.7
Tigers,Mariners,W,-0.003297293,23,-0.6,-0.008,0.76,-1.4
Padres,Pirates,W,0.061728395,51.3,-3.7,0.022,-0.22,-1.5
Astros,Twins,L,-0.154320988,-27.3,-0.6,0.004,-2.67,-0.2
Astros,Twins,L,-0.154320988,-27.3,-0.6,0.004,-2.67,-0.2
Rockies,Rangers,L,0.12345679,28.8,-1.3,-0.013,-1.34,-2.6
Braves,Brewers,W,0.028257036,50.3,5.5,-0.011,-1.01,4.4
Orioles,Athletics,L,-0.12345679,-120.7,-2.7,-0.01,-0.81,-3.7
Angels,Indians,W,0.127060808,55.3,3.8,0.002,4.18,4
Yankees,RedSox,L,0.055555556,164.6,-1.2,0.03,-0.86,1.8
Cardinals,Cubs,W,0.104938272,36,-0.1,0.001,2.47,0
WhiteSox,Royals,W,0.018518519,-55.4,-0.8,0.004,0.39,-0.4
Cardinals,Cubs,W,0.104938272,36,-0.1,0.001,2.47,0
Braves,Nationals,L,0.164059505,102.7,0.2,0.001,3.91,0.3
Rockies,Phillies,W,-0.024691358,-96.3,1.7,-0.035,1.32,-1.8
Rays,Yankees,W,0.098765432,-34.6,-4.9,0.009,0.76,-4
Astros,BlueJays,L,0.030864198,14.2,-1.5,0.001,-1.37,-1.4
WhiteSox,Marlins,L,0.009201748,-24.6,-1.2,0.006,1.83,-0.6
Angels,Indians,W,0.127060808,55.3,3.8,0.002,4.18,4
Padres,Mets,L,0.117283951,54.3,-3.7,0.011,2.54,-2.6
Tigers,Rangers,W,0.052258262,-29.9,-1.3,-0.005,-1.56,-1.8
Reds,Brewers,L,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Royals,Twins,L,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Mariners,Athletics,W,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Pirates,Dodgers,L,0.080246914,9.7,0.1,-0.008,4.98,-0.7
Orioles,Giants,L,-0.012345679,-42.8,-4,0.002,0.67,-3.8
Rays,Yankees,W,0.098765432,-34.6,-4.9,0.009,0.76,-4
Astros,BlueJays,W,0.030864198,14.2,-1.5,0.001,-1.37,-1.4
Cardinals,Cubs,L,0.104938272,36,-0.1,0.001,2.47,0
Pirates,Dodgers,W,0.080246914,9.7,0.1,-0.008,4.98,-0.7
Braves,Nationals,W,0.164059505,102.7,0.2,0.001,3.91,0.3
Rockies,Phillies,W,-0.024691358,-96.3,1.7,-0.035,1.32,-1.8
WhiteSox,Marlins,L,0.009201748,-24.6,-1.2,0.006,1.83,-0.6
Reds,Brewers,L,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Royals,Twins,W,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Angels,Indians,W,0.127060808,55.3,3.8,0.002,4.18,4
Padres,Mets,W,0.117283951,54.3,-3.7,0.011,2.54,-2.6
Tigers,Rangers,L,0.052258262,-29.9,-1.3,-0.005,-1.56,-1.8
Orioles,Giants,W,-0.012345679,-42.8,-4,0.002,0.67,-3.8
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Rays,Yankees,L,0.098765432,-34.6,-4.9,0.009,0.76,-4
Astros,BlueJays,W,0.030864198,14.2,-1.5,0.001,-1.37,-1.4
WhiteSox,Marlins,W,0.009201748,-24.6,-1.2,0.006,1.83,-0.6
Angels,Indians,W,0.127060808,55.3,3.8,0.002,4.18,4
Padres,Mets,W,0.117283951,54.3,-3.7,0.011,2.54,-2.6
Braves,Nationals,W,0.164059505,102.7,0.2,0.001,3.91,0.3
Rockies,Phillies,W,-0.024691358,-96.3,1.7,-0.035,1.32,-1.8
Reds,Brewers,W,0.030864198,20.2,4.4,-0.012,-1.41,3.2
Royals,Twins,L,-0.135802469,57.2,2.6,-0.01,-1.02,1.6
Tigers,Rangers,L,0.052258262,-29.9,-1.3,-0.005,-1.56,-1.8
Orioles,Giants,L,-0.012345679,-42.8,-4,0.002,0.67,-3.8
Mariners,Athletics,L,-0.104938272,-140.2,-1.7,-0.013,-1.59,-3
Pirates,Dodgers,L,0.080246914,9.7,0.1,-0.008,4.98,-0.7
Cardinals,Cubs,L,0.104938272,36,-0.1,0.001,2.47,0
RedSox,Indians,L,0.009776858,-88.8,1.8,-0.02,0.66,-0.2
BlueJays,Yankees,W,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Royals,Tigers,L,0.034161491,100,1.1,0.006,-0.37,1.7
Marlins,Reds,L,-0.070930143,-25.8,1.3,-0.007,-1.94,0.6
Padres,Rays,W,0,67.2,-0.5,0.008,2.46,0.3
Athletics,Rangers,W,0.160493827,87.3,1,0.016,-0.73,2.6
Nationals,Rockies,L,-0.12345679,-36.3,1.1,0.019,-3.6,3
Mariners,Angels,L,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
Pirates,Giants,L,0.055555556,3.5,-3.6,0.001,1.47,-3.5
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
Brewers,Cubs,W,0.185185185,115.4,-4.4,0.012,4.35,-3.2
RedSox,Orioles,L,-0.024691358,-99.6,3.3,-0.026,-1.78,0.7
Dodgers,Phillies,L,-0.12345679,-121.9,1.6,-0.009,-3.06,0.7
BlueJays,Yankees,L,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
WhiteSox,Indians,W,0.10236945,58.9,-0.8,0.005,2.44,-0.3
Royals,Tigers,L,0.034161491,100,1.1,0.006,-0.37,1.7
Marlins,Reds,W,-0.070930143,-25.8,1.3,-0.007,-1.94,0.6
Twins,Braves,L,0.058162718,-82.3,-2.8,0.004,0.12,-2.4
Padres,Rays,W,0,67.2,-0.5,0.008,2.46,0.3
Athletics,Rangers,W,0.160493827,87.3,1,0.016,-0.73,2.6
Cardinals,Astros,L,-0.012345679,-20.1,2.2,-0.008,1.68,1.4
Nationals,Rockies,W,-0.12345679,-36.3,1.1,0.019,-3.6,3
Mariners,Angels,W,-0.074074074,-64,-4.3,0.001,-2.52,-4.2
Pirates,Giants,L,0.055555556,3.5,-3.6,0.001,1.47,-3.5
BlueJays,Yankees,L,-0.030864198,-60.2,-2.3,0.004,1.97,-1.9
Padres,Rays,W,0,67.2,-0.5,0.008,2.46,0.3
Cardinals,Astros,L,-0.012345679,-20.1,2.2,-0.008,1.68,1.4
Nationals,Rockies,W,-0.12345679,-36.3,1.1,0.019,-3.6,3
